MUNICIPI,COMARCA,PROVINCIA,G,DA,N,E,S,C,U,Ch,HR,LLOC_NAIX,LLENGUA_IDENTIFICACIO,IMP_FAMILIA,IMP_AMICS,IMP_LLEURE,IMP_POLITICA,IMP_TREBALL,IMP_RELIGIO,SATIS_VIDA,CONFI_SOCIAL_WVS_1,SALUT,FELICITAT,ACTITUD_ECONOMIA,ACTITUD_IMMIGRACIO,ACTITUD_MEDIAMBIENT,DESIGUALTATS_GENERE,ECON_MERITOCRACIA,MEDIAMBIENT_CREIXEMENT,IMMIGRACIO_CULTURA,CONFI_POLICIA,CONFI_POLITICS,IDEOL_0_10,PERSONA_RELIGIOSA,DEPENDENCIA_ECO_PARES,INGRESSOS_1_15,INFO_POL_TV_FREQ,FREQ_CONSUM_INTERNET,Inglehart_index,Universalism,Stimulation,Hedonism,Self-Direction,Achievement,Power,Security,Conformity,Tradition,Benevolence
 ,Vallès Occidental,Barcelona,Femení,2,"Sí, tinc la ciutadania espanyola","Formació professional de grau superior (FP2, CFGS i equivalents)",Parella de fet,Classe mitjana,Treballo,1,2,A Catalunya,Català,Molt important,Bastant important,Molt important,Poc important,Bastant important,Gens important,8,Es pot confiar en la majoria de la gent,Ni bona ni dolenta,Bastant feliç,D’acord,1,2,2,5,"S’hauria de donar prioritat a la protecció del medi ambient, fins i tot si provoca un creixement econòmic més lent i alg",5,2,2,2,Un/a ateu/a,No,De 2.401 a 3.000 €,Amb menys freqüència,Tots els dies,2,5,2,2,3,2,2,3,2,4,4
Barcelona,Barcelonès,Barcelona,Masculí,5,"Sí, tinc la ciutadania espanyola",Estudis universitaris,Parella de fet,Classe mitjana alta,Treballo,2,2,A Catalunya,Català,Molt important,Bastant important,Molt important,Bastant important,Molt important,Gens important,8,Es pot confiar en la majoria de la gent,Bona,Bastant feliç,D’acord,2,1,3,"1 A la llarga, esforçar-se en el treball acostuma a conduir a una vida millor","S’hauria de donar prioritat al creixement econòmic i a la creació de llocs de treball, fins i tot si el medi ambient pat",8,1,1,1,Un/a ateu/a,No,Més de 6.000 €,5-6 dies per setmana,Tots els dies,4,6,3,0,4,3,1,4,3,2,2
Vilanova i la Geltrú,Garraf,Barcelona,Masculí,1,"Sí, tinc la ciutadania espanyola","Estudis secundaris post obligatoris (Batxillerat, BUP/COU, etc.)",Valor perdut per prefereixo no contestar,Classe mitjana,No treballo,1,3,A Catalunya,Català,Molt important,Molt important,Molt important,Molt important,Molt important,Poc important,8,Es pot confiar en la majoria de la gent,Bona,Bastant feliç,Ni d’acord ni en desacord,3,3,2,4,S'ha de trobar un equilibri per donar prioritat a ambdues coses / creixement econòmic sostenible,7,3,6,2,Una persona no religiosa,Sí,Valor perdut per prefereixo no contestar,1-2 dies per setmana,Tots els dies,6,5,3,2,3,2,2,2,3,4,4
Tarragona,Tarragonès,Tarragona,Masculí,4,"Sí, tinc la ciutadania espanyola",Estudis universitaris,Casat/ada,Classe treballadora mitjana,No treballo,2,3,A Catalunya,Català,Molt important,Poc important,Molt important,Poc important,Molt important,Poc important,6,Un mai no és prou prudent,Bona,Bastant feliç,Ni d’acord ni en desacord,1,1,3,3,"S’hauria de donar prioritat al creixement econòmic i a la creació de llocs de treball, fins i tot si el medi ambient pat",3,2,1,2,Un/a ateu/a,No,De 3.001 a 4.000 €,Tots els dies,Tots els dies,0,4,0,2,4,4,2,4,0,2,3
Barcelona,Barcelonès,Barcelona,Femení,5,"Sí, tinc la ciutadania espanyola","Formació professional de grau superior (FP2, CFGS i equivalents)",Vidu/a,Classe mitjana,Treballo,2,2,A Catalunya,Català,Molt important,Molt important,Molt important,Poc important,Bastant important,Poc important,8,Un mai no és prou prudent,Bona,Bastant feliç,Ni d’acord ni en desacord,3,3,3,4,"S’hauria de donar prioritat a la protecció del medi ambient, fins i tot si provoca un creixement econòmic més lent i alg",8,2,1,2,Una persona no religiosa,No,De 3.001 a 4.000 €,3-4 dies per setmana,Tots els dies,4,6,2,4,3,2,2,4,2,3,4
Sant Andreu de la Barca,Baix Llobregat,Barcelona,Masculí,4,"Sí, tinc la ciutadania espanyola",Vaig finalitzar els estudis obligatoris (EGB o ESO),Casat/ada,Classe treballadora baixa,No treballo,2,3,A Catalunya,Castellà,Molt important,Molt important,Molt important,Poc important,Bastant important,Gens important,4,Un mai no és prou prudent,Dolenta,No gaire feliç,Molt d’acord,1,3,2,"1 A la llarga, esforçar-se en el treball acostuma a conduir a una vida millor","S’hauria de donar prioritat a la protecció del medi ambient, fins i tot si provoca un creixement econòmic més lent i alg",5,3,0 No hi confio en absolut,1,Un/a ateu/a,No,De 2.001 a 2.400 €,Mai,Tots els dies,4,5,2,3,2,0,0,2,2,3,4
Sant Andreu de la Barca,Baix Llobregat,Barcelona,Femení,4,"Sí, tinc la ciutadania espanyola","Formació professional de grau superior (FP2, CFGS i equivalents)",Casat/ada,Classe treballadora mitjana,Treballo,2,3,A Catalunya,Castellà,Molt important,Bastant important,Bastant important,Bastant important,Bastant important,Gens important,3,Un mai no és prou prudent,Ni bona ni dolenta,No gaire feliç,Ni d’acord ni en desacord,3,3,3,7,"S’hauria de donar prioritat a la protecció del medi ambient, fins i tot si provoca un creixement econòmic més lent i alg",10 La vida cultural catalana s’enriqueix,1,2,1,Una persona no religiosa,No,De 2.401 a 3.000 €,Tots els dies,Tots els dies,2,6,2,4,2,1,0,4,2,4,4
Barcelona,Barcelonès,Barcelona,Masculí,1,"Sí, tinc la ciutadania espanyola","Estudis secundaris post obligatoris (Batxillerat, BUP/COU, etc.)",Parella de fet,Classe mitjana,Treballo,1,3,A Catalunya,Català,Molt important,Molt important,Bastant important,Poc important,Molt important,Poc important,9,Es pot confiar en la majoria de la gent,Molt bona,Molt feliç,En desacord,3,3,3,3,"S’hauria de donar prioritat a la protecció del medi ambient, fins i tot si provoca un creixement econòmic més lent i alg",7,3,4,1,Una persona religiosa,Sí,De 5.001 a 6.000 €,3-4 dies per setmana,Tots els dies,2,5,2,2,3,2,2,4,2,2,4
Igualada,Anoia,Barcelona,Masculí,2,"No, no tinc la ciutadania espanyola",Vaig finalitzar els estudis obligatoris (EGB o ESO),Casat/ada,Classe treballadora mitjana,Treballo,1,3,Fora d'Espanya,Altres opcions,Molt important,Poc important,Molt important,Poc important,Molt important,Molt important,8,Un mai no és prou prudent,Molt bona,Molt feliç,Ni d’acord ni en desacord,3,2,2,3,"S’hauria de donar prioritat al creixement econòmic i a la creació de llocs de treball, fins i tot si el medi ambient pat",10 La vida cultural catalana s’enriqueix,3,0 No hi confio en absolut,1,Una persona religiosa,No,De 1.801 a 2.000 €,Mai,Tots els dies,3,5,3,4,4,1,3,4,3,4,4
Barcelona,Barcelonès,Barcelona,Femení,1,"Sí, tinc la ciutadania espanyola","Estudis secundaris post obligatoris (Batxillerat, BUP/COU, etc.)",Solter/a,Classe mitjana baixa,Treballo,1,3,A Catalunya,Català,Molt important,Molt important,Molt important,Poc important,Bastant important,Gens important,5,Un mai no és prou prudent,Bona,Bastant feliç,D’acord,3,3,3,6,S'ha de trobar un equilibri per donar prioritat a ambdues coses / creixement econòmic sostenible,5,1,0 No hi confio en absolut,1,Un/a ateu/a,Sí,Valor perdut per prefereixo no contestar,1-2 dies per setmana,Tots els dies,5,4,3,4,3,1,1,1,3,2,4
Sabadell,Vallès Occidental,Barcelona,Femení,2,"Sí, tinc la ciutadania espanyola",Estudis universitaris,Solter/a,Classe mitjana,No treballo,1,3,A Catalunya,Català,Bastant important,Bastant important,Molt important,Gens important,Poc important,Gens important,6,Es pot confiar en la majoria de la gent,Molt bona,Bastant feliç,En desacord,1,1,3,8,"S’hauria de donar prioritat al creixement econòmic i a la creació de llocs de treball, fins i tot si el medi ambient pat",5,3,0 No hi confio en absolut,3,Un/a ateu/a,Sí,Més de 6.000 €,Mai,Tots els dies,5,4,2,4,4,4,2,2,2,1,1
Amposta,Montsià,Tarragona,Masculí,4,"Sí, tinc la ciutadania espanyola",Vaig finalitzar els estudis obligatoris (EGB o ESO),Casat/ada,Classe treballadora mitjana,Treballo,2,3,A Catalunya,Català,Molt important,Molt important,Molt important,Bastant important,Molt important,Gens important,10 Molt satisfet/a,Es pot confiar en la majoria de la gent,Molt bona,Molt feliç,Molt en desacord,3,3,3,"1 A la llarga, esforçar-se en el treball acostuma a conduir a una vida millor",S'ha de trobar un equilibri per donar prioritat a ambdues coses / creixement econòmic sostenible,10 La vida cultural catalana s’enriqueix,2,4,1,Un/a ateu/a,No,De 2.401 a 3.000 €,Tots els dies,Tots els dies,4,5,1,3,3,1,0,3,1,3,4
 ,Montsià,Tarragona,Femení,5,"Sí, tinc la ciutadania espanyola",Vaig finalitzar els estudis obligatoris (EGB o ESO),Vidu/a,Classe treballadora mitjana,Treballo,2,1,A d'altres comunitats autònomes,Català,Molt important,Molt important,Molt important,Gens important,Bastant important,Gens important,6,Un mai no és prou prudent,Ni bona ni dolenta,Bastant feliç,Ni d’acord ni en desacord,3,3,3,7,"S’hauria de donar prioritat a la protecció del medi ambient, fins i tot si provoca un creixement econòmic més lent i alg",5,2,0 No hi confio en absolut,2,Un/a ateu/a,No,De 1.201 a 1.800 €,Tots els dies,Tots els dies,6,6,2,3,4,0,1,2,2,2,4
Vic,Osona,Barcelona,Femení,3,"Sí, tinc la ciutadania espanyola",Estudis universitaris,Parella de fet,Classe treballadora mitjana,Treballo,2,3,A Catalunya,Català,Molt important,Bastant important,Bastant important,Bastant important,Molt important,Poc important,8,Es pot confiar en la majoria de la gent,Bona,Molt feliç,Molt en desacord,3,3,3,4,"S’hauria de donar prioritat a la protecció del medi ambient, fins i tot si provoca un creixement econòmic més lent i alg",5,3,7,1,Una persona no religiosa,No,De 3.001 a 4.000 €,Tots els dies,Tots els dies,2,4,0,1,2,3,2,4,0,4,3
 ,Terra Alta,Tarragona,Femení,4,"Sí, tinc la ciutadania espanyola",Vaig finalitzar els estudis obligatoris (EGB o ESO),Casat/ada,Classe treballadora mitjana,No treballo,2,3,A Catalunya,Català,Molt important,Molt important,Molt important,Gens important,Molt important,Gens important,6,Un mai no és prou prudent,Bona,Bastant feliç,En desacord,1,3,3,7,"S’hauria de donar prioritat al creixement econòmic i a la creació de llocs de treball, fins i tot si el medi ambient pat",4,1,0 No hi confio en absolut,1,Un/a ateu/a,No,De 2.401 a 3.000 €,Mai,Tots els dies,1,6,2,2,4,0,2,4,2,2,4
Malgrat de Mar,Maresme,Barcelona,Femení,2,"Sí, tinc la ciutadania espanyola",Estudis universitaris,Solter/a,Classe treballadora alta,Treballo,1,3,A Catalunya,Català,Bastant important,Bastant important,Molt important,Bastant important,Molt important,Gens important,7,Es pot confiar en la majoria de la gent,Molt bona,Bastant feliç,En desacord,3,3,3,3,"S’hauria de donar prioritat a la protecció del medi ambient, fins i tot si provoca un creixement econòmic més lent i alg",5,3,6,1,Un/a ateu/a,No,Més de 6.000 €,Amb menys freqüència,Tots els dies,4,6,2,4,3,3,2,4,2,2,4
Barcelona,Barcelonès,Barcelona,Masculí,6,"Sí, tinc la ciutadania espanyola",Estudis universitaris,Casat/ada,Classe mitjana,Treballo,2,3,A Catalunya,Castellà,Molt important,Bastant important,Poc important,Poc important,Bastant important,Poc important,7,Un mai no és prou prudent,Ni bona ni dolenta,Bastant feliç,En desacord,1,3,3,6,"S’hauria de donar prioritat a la protecció del medi ambient, fins i tot si provoca un creixement econòmic més lent i alg",8,1,0 No hi confio en absolut,2,Una persona no religiosa,No,De 3.001 a 4.000 €,Tots els dies,Tots els dies,1,5,2,1,3,4,2,4,2,2,2
Barcelona,Barcelonès,Barcelona,Masculí,1,"Sí, tinc la ciutadania espanyola","Estudis secundaris post obligatoris (Batxillerat, BUP/COU, etc.)",Solter/a,Classe treballadora alta,Treballo,1,3,A Catalunya,Català,Molt important,Molt important,Molt important,Poc important,Poc important,Gens important,7,Es pot confiar en la majoria de la gent,Ni bona ni dolenta,Bastant feliç,En desacord,3,3,2,4,"S’hauria de donar prioritat a la protecció del medi ambient, fins i tot si provoca un creixement econòmic més lent i alg",5,2,1,1,Una persona no religiosa,Sí,No ho sé,3-4 dies per setmana,Tots els dies,3,6,3,4,4,2,1,2,3,2,4
"Hospitalet de Llobregat, l'",Barcelonès,Barcelona,Masculí,3,"Sí, tinc la ciutadania espanyola",Estudis universitaris,Solter/a,Classe mitjana,Treballo,1,1,A Catalunya,Català,Molt important,Bastant important,Bastant important,Bastant important,Molt important,Gens important,7,Es pot confiar en la majoria de la gent,Bona,Bastant feliç,En desacord,3,3,3,3,"S’hauria de donar prioritat a la protecció del medi ambient, fins i tot si provoca un creixement econòmic més lent i alg",7,3,5,1,Una persona no religiosa,No,De 2.001 a 2.400 €,Tots els dies,Tots els dies,4,6,2,3,4,4,2,3,2,3,4
Badalona,Barcelonès,Barcelona,Femení,5,"No, no tinc la ciutadania espanyola",Estudis universitaris,Casat/ada,Classe mitjana,Treballo,2,3,Fora d'Espanya,Altres opcions,Bastant important,Bastant important,Bastant important,Poc important,Molt important,Gens important,6,Un mai no és prou prudent,Ni bona ni dolenta,Bastant feliç,En desacord,3,2,2,3,S'ha de trobar un equilibri per donar prioritat a ambdues coses / creixement econòmic sostenible,10 La vida cultural catalana s’enriqueix,2,0 No hi confio en absolut,2,Una persona no religiosa,No,Valor perdut per prefereixo no contestar,Mai,Tots els dies,4,6,2,2,3,2,2,3,2,1,4
Barcelona,Barcelonès,Barcelona,Femení,5,"Sí, tinc la ciutadania espanyola","Estudis secundaris post obligatoris (Batxillerat, BUP/COU, etc.)",Divorciat/ada,Classe treballadora mitjana,No treballo,2,1,A Catalunya,Altres opcions,Poc important,Bastant important,Bastant important,Bastant important,Bastant important,Gens important,6,Un mai no és prou prudent,Bona,Bastant feliç,En desacord,3,2,2,4,"S’hauria de donar prioritat al creixement econòmic i a la creació de llocs de treball, fins i tot si el medi ambient pat",9,2,0 No hi confio en absolut,2,Un/a ateu/a,No,De 601 a 900 €,Amb menys freqüència,Tots els dies,4,5,3,2,3,0,1,4,3,1,4
Tarragona,Tarragonès,Tarragona,Femení,1,"Sí, tinc la ciutadania espanyola","Estudis secundaris post obligatoris (Batxillerat, BUP/COU, etc.)",Solter/a,Classe mitjana,No treballo,1,3,A Catalunya,Castellà,Molt important,Bastant important,Bastant important,Poc important,Bastant important,Poc important,7,Un mai no és prou prudent,Bona,Bastant feliç,En desacord,2,1,2,7,"S’hauria de donar prioritat al creixement econòmic i a la creació de llocs de treball, fins i tot si el medi ambient pat",4,2,4,2,Una persona no religiosa,Sí,De 4.501 a 5.000 €,Mai,Tots els dies,3,4,1,2,3,1,1,3,1,4,4
Badalona,Barcelonès,Barcelona,Masculí,3,"Sí, tinc la ciutadania espanyola",Estudis universitaris,Casat/ada,Classe mitjana baixa,Treballo,2,3,A Catalunya,Català,Molt important,Molt important,Molt important,Bastant important,Bastant important,Poc important,8,Un mai no és prou prudent,Bona,Bastant feliç,Ni d’acord ni en desacord,2,2,2,3,"S’hauria de donar prioritat al creixement econòmic i a la creació de llocs de treball, fins i tot si el medi ambient pat",4,3,4,2,Una persona no religiosa,No,De 5.001 a 6.000 €,1-2 dies per setmana,Tots els dies,5,6,2,2,2,2,3,2,2,3,3
 ,Osona,Barcelona,Masculí,3,"Sí, tinc la ciutadania espanyola","Estudis secundaris post obligatoris (Batxillerat, BUP/COU, etc.)",Divorciat/ada,Classe mitjana,Treballo,2,3,A Catalunya,Català,Molt important,Molt important,Molt important,Gens important,Bastant important,Gens important,7,Es pot confiar en la majoria de la gent,Bona,Bastant feliç,Ni d’acord ni en desacord,3,3,3,4,"S’hauria de donar prioritat a la protecció del medi ambient, fins i tot si provoca un creixement econòmic més lent i alg",3,2,0 No hi confio en absolut,1,Una persona no religiosa,No,De 1.201 a 1.800 €,Tots els dies,Tots els dies,1,4,0,4,3,1,1,4,0,3,4
Barcelona,Barcelonès,Barcelona,Masculí,3,"Sí, tinc la ciutadania espanyola i una altra",No vaig finalitzar els estudis obligatoris (EGB o ESO),Casat/ada,Classe mitjana baixa,Treballo,1,3,A d'altres comunitats autònomes,Castellà,Molt important,Poc important,Bastant important,Bastant important,Molt important,Molt important,7,Un mai no és prou prudent,Bona,Bastant feliç,Ni d’acord ni en desacord,3,3,2,8,"S’hauria de donar prioritat a la protecció del medi ambient, fins i tot si provoca un creixement econòmic més lent i alg",8,3,3,2,Una persona religiosa,Sí,De 601 a 900 €,1-2 dies per setmana,Tots els dies,3,6,3,3,3,3,3,4,3,3,3
 ,Segrià,Lleida,Femení,1,"Sí, tinc la ciutadania espanyola",Estudis universitaris,Solter/a,Classe treballadora mitjana,Treballo,1,3,A Catalunya,Català,Molt important,Molt important,Molt important,Bastant important,Bastant important,Gens important,7,Es pot confiar en la majoria de la gent,Bona,Bastant feliç,En desacord,3,3,3,8,"S’hauria de donar prioritat a la protecció del medi ambient, fins i tot si provoca un creixement econòmic més lent i alg",8,2,3,1,Un/a ateu/a,Sí,De 2.401 a 3.000 €,1-2 dies per setmana,Tots els dies,4,6,3,3,4,2,1,3,3,3,4
Malgrat de Mar,Maresme,Barcelona,Masculí,5,"Sí, tinc la ciutadania espanyola",Vaig finalitzar els estudis obligatoris (EGB o ESO),Casat/ada,Classe mitjana,Treballo,2,3,A Catalunya,Castellà,Molt important,Bastant important,Bastant important,Bastant important,Molt important,Poc important,8,Un mai no és prou prudent,Bona,Bastant feliç,Ni d’acord ni en desacord,2,2,2,3,S'ha de trobar un equilibri per donar prioritat a ambdues coses / creixement econòmic sostenible,7,2,3,2,Una persona no religiosa,No,De 2.401 a 3.000 €,3-4 dies per setmana,1-2 dies per setmana,2,5,1,4,3,3,3,4,1,4,4
 ,Alt Empordà,Girona,Masculí,6,"Sí, tinc la ciutadania espanyola",No vaig finalitzar els estudis obligatoris (EGB o ESO),Casat/ada,Classe mitjana,No treballo,2,2,A Catalunya,Català,Molt important,Molt important,Molt important,Poc important,Molt important,Poc important,8,Un mai no és prou prudent,Bona,Bastant feliç,Molt en desacord,3,3,3,"1 A la llarga, esforçar-se en el treball acostuma a conduir a una vida millor","S’hauria de donar prioritat al creixement econòmic i a la creació de llocs de treball, fins i tot si el medi ambient pat",8,2,1,2,Una persona religiosa,No,De 2.001 a 2.400 €,Tots els dies,Tots els dies,6,6,3,2,4,2,2,4,3,3,4
Vilanova i la Geltrú,Garraf,Barcelona,Femení,3,"Sí, tinc la ciutadania espanyola",Estudis universitaris,Casat/ada,Classe treballadora alta,Treballo,2,3,A Catalunya,Altres opcions,Molt important,Molt important,Molt important,Poc important,Molt important,Gens important,8,Un mai no és prou prudent,Bona,Bastant feliç,Ni d’acord ni en desacord,2,1,3,2,"S’hauria de donar prioritat a la protecció del medi ambient, fins i tot si provoca un creixement econòmic més lent i alg",7,1,1,2,Una persona no religiosa,No,De 4.001 a 4.500 €,Mai,Tots els dies,3,5,3,4,4,2,2,4,3,3,4
 ,Bages,Barcelona,Masculí,5,"Sí, tinc la ciutadania espanyola","Formació professional de grau superior (FP2, CFGS i equivalents)",Solter/a,Classe treballadora mitjana,No treballo,1,2,A Catalunya,Català,Molt important,Molt important,Molt important,Poc important,Bastant important,Gens important,7,Un mai no és prou prudent,Ni bona ni dolenta,Bastant feliç,D’acord,3,3,2,2,"S’hauria de donar prioritat a la protecció del medi ambient, fins i tot si provoca un creixement econòmic més lent i alg",5,2,1,2,Una persona no religiosa,No,De 2.001 a 2.400 €,3-4 dies per setmana,Tots els dies,6,6,2,2,3,2,2,4,2,4,4
