﻿Codi Província;Nom Província;Codi Vegueria;Nom Vegueria;Codi Comarca;Nom Comarca;Codi Municipi;Nom Municipi;Població;Cens;Participació 13:00;Participació 18:00;Participació 20:00;Abstenció;Vots nuls;Vots en blanc;Vots a candidatures;Vots vàlids;PSC Vots;ERC Vots;JxCat Vots;VOX Vots;ECP-PEC Vots;CUP-G Vots;Cs Vots;PP Vots;PDeCAT Vots;RECORTES CERO-GV-M Vots;MPIC Vots;FNC Vots;PNC Vots;PCTC Vots;IZQP Vots;SOM TERRES DE L'EBRE Vots;PUM+J Vots;UEP Vots;EB Vots;UNIDOS SI-DEf-PDSJE-SOMOS ESPAÑA Vots;ALIANZA C V Vots;SCAT Vots;M.C.R. Vots
8;Barcelona;1;Barcelona;40;Vallès Occidental;08260;Santa Perpètua de Mogoda;25999;18704;4028;8331;9461;9243;159;59;9243;9302;2913;1890;943;1007;830;371;743;333;117;43;13;5;9;11;15;;;;;;;;
8;Barcelona;1;Barcelona;21;Maresme;08261;Santa Susanna;3548;2447;572;1139;1388;1059;13;22;1353;1375;246;313;271;130;84;104;122;42;32;5;0;2;1;1;0;;;;;;;;
8;Barcelona;2;Catalunya Central;24;Osona;08199;Sant Bartomeu del Grau;884;655;198;379;418;237;10;4;404;408;58;79;157;11;13;39;10;5;22;0;3;4;3;0;0;;;;;;;;
8;Barcelona;1;Barcelona;11;Baix Llobregat;08200;Sant Boi de Llobregat;84500;62107;13453;26848;30158;31949;380;333;29445;29778;10614;5668;2410;2802;2940;1066;2201;1121;258;189;22;38;21;67;28;;;;;;;;
8;Barcelona;2;Catalunya Central;24;Osona;08201;Sant Boi de Lluçanès;580;465;143;239;303;162;13;6;284;290;27;81;122;3;8;20;2;4;14;2;0;1;0;0;0;;;;;;;;
43;Tarragona;7;Terres de l'Ebre;22;Montsià;43136;Sant Carles de la Ràpita;14953;10594;2464;4400;4994;5600;88;40;4866;4906;667;1632;1150;223;238;386;106;88;103;5;6;4;3;7;;226;7;;;12;;;3
8;Barcelona;1;Barcelona;21;Maresme;08203;Sant Cebrià de Vallalta;3438;2523;614;1120;1285;1238;9;12;1264;1276;187;348;350;87;57;106;41;34;30;7;6;8;0;2;1;;;;;;;;
8;Barcelona;1;Barcelona;41;Vallès Oriental;08202;Sant Celoni;18136;13058;3343;6178;7012;6046;87;49;6876;6925;1279;1605;2109;318;366;608;196;132;158;34;15;16;14;22;4;;;;;;;;
8;Barcelona;1;Barcelona;11;Baix Llobregat;08204;Sant Climent de Llobregat;4160;3173;728;1642;1858;1315;33;13;1812;1825;484;470;338;106;127;110;81;35;29;16;5;2;3;5;1;;;;;;;;
17;Girona;3;Girona;2;Alt Empordà;17158;Sant Climent Sescebes;707;533;141;206;246;287;4;0;242;242;22;61;60;49;8;21;6;3;8;1;0;0;1;1;0;;1;0;;;0;;
8;Barcelona;1;Barcelona;40;Vallès Occidental;08205;Sant Cugat del Vallès;92977;63270;15136;36121;42489;20781;418;349;41722;42071;7312;7528;10243;3119;2759;2836;2668;2286;2412;156;114;73;145;42;29;;;;;;;;
8;Barcelona;8;Penedès;3;Alt Penedès;08206;Sant Cugat Sesgarrigues;1009;741;201;463;530;211;7;4;519;523;89;157;145;15;18;58;4;3;26;1;1;0;0;2;0;;;;;;;;
25;Lleida;5;Alt Pirineu i territori d'Aran;25;Pallars Jussà;25196;Sant Esteve de la Sarga;122;105;23;42;67;38;1;1;65;66;8;15;18;1;7;6;0;2;7;0;0;0;0;0;0;;0;;1;;;0;
8;Barcelona;1;Barcelona;41;Vallès Oriental;08207;Sant Esteve de Palautordera;2864;2126;438;1268;1467;659;20;20;1427;1447;65;343;619;29;51;213;24;18;48;5;5;4;2;0;1;;;;;;;;
8;Barcelona;1;Barcelona;11;Baix Llobregat;08208;Sant Esteve Sesrovires;7696;5870;1388;2792;3336;2534;35;31;3270;3301;824;841;523;251;249;164;228;107;42;20;1;4;10;4;2;;;;;;;;
17;Girona;3;Girona;34;Selva;17159;Sant Feliu de Buixalleu;797;637;151;338;385;252;5;6;374;380;36;93;158;9;16;37;6;3;11;1;0;0;2;1;0;;0;1;;;0;;
8;Barcelona;1;Barcelona;41;Vallès Oriental;08210;Sant Feliu de Codines;6363;4726;855;2017;2402;2324;37;19;2346;2365;329;654;725;91;96;234;43;52;79;14;11;6;6;4;2;;;;;;;;
17;Girona;3;Girona;10;Baix Empordà;17160;Sant Feliu de Guíxols;22097;14851;3542;6426;7326;7525;108;71;7147;7218;1550;1627;2057;488;379;325;297;166;143;17;15;24;13;11;3;;17;13;;;2;;
8;Barcelona;1;Barcelona;11;Baix Llobregat;08211;Sant Feliu de Llobregat;45467;34114;9081;17174;19682;14432;277;150;19255;19405;6026;3801;2226;1664;1748;911;1520;768;333;122;18;28;29;46;15;;;;;;;;
17;Girona;3;Girona;19;Garrotxa;17161;Sant Feliu de Pallerols;1437;1038;330;663;741;297;13;3;725;728;46;205;291;9;20;104;8;9;23;3;2;2;0;1;0;;1;1;;;0;;
8;Barcelona;2;Catalunya Central;7;Bages;08212;Sant Feliu Sasserra;605;481;190;300;343;138;9;3;331;334;15;95;176;3;3;21;2;5;11;0;0;0;0;0;0;;;;;;;;
17;Girona;3;Girona;19;Garrotxa;17162;Sant Ferriol;236;160;47;74;91;69;0;1;90;91;9;13;31;6;8;13;0;0;10;0;0;0;0;0;0;;0;0;;;0;;
8;Barcelona;1;Barcelona;41;Vallès Oriental;08209;Sant Fost de Campsentelles;8853;7033;1353;2895;3565;3468;39;34;3492;3526;843;776;633;355;241;145;232;173;68;12;4;2;0;4;4;;;;;;;;
8;Barcelona;2;Catalunya Central;7;Bages;08213;Sant Fruitós de Bages;8837;6686;1608;3191;3751;2935;43;37;3671;3708;534;859;1200;196;173;280;125;68;194;11;12;12;4;1;2;;;;;;;;
17;Girona;3;Girona;20;Gironès;17163;Sant Gregori;3928;2941;861;1760;2030;911;45;9;1976;1985;137;454;900;47;60;244;33;18;49;2;10;8;3;5;0;;3;2;;;1;;
25;Lleida;4;Lleida;32;Segarra;25192;Sant Guim de Freixenet;1037;741;161;366;436;305;10;1;425;426;36;146;133;23;15;27;16;10;16;0;1;0;0;0;0;;1;;1;;;0;
25;Lleida;4;Lleida;32;Segarra;25197;Sant Guim de la Plana;181;140;67;97;106;34;2;2;102;104;8;40;31;1;0;16;2;0;1;1;0;0;2;0;0;;0;;0;;;0;
17;Girona;3;Girona;34;Selva;17164;Sant Hilari Sacalm;5703;3890;954;1759;2096;1794;56;14;2026;2040;204;509;883;27;33;234;39;11;64;1;5;13;1;2;0;;0;0;;;0;;
8;Barcelona;2;Catalunya Central;24;Osona;08215;Sant Hipòlit de Voltregà;3540;2618;756;1389;1545;1073;31;17;1497;1514;175;311;660;57;34;147;19;28;47;2;7;6;1;3;0;;;;;;;;
8;Barcelona;1;Barcelona;21;Maresme;08193;Sant Iscle de Vallalta;1342;1022;242;493;570;452;14;5;551;556;55;162;166;39;38;46;16;9;15;4;0;0;1;0;0;;;;;;;;
43;Tarragona;7;Terres de l'Ebre;22;Montsià;43902;Sant Jaume d'Enveja;3527;2769;761;1140;1294;1475;161;16;1117;1133;268;382;191;58;44;63;26;20;13;1;0;1;0;0;;48;1;;;1;;;0
8;Barcelona;2;Catalunya Central;14;Berguedà;08216;Sant Jaume de Frontanyà;30;23;7;9;12;11;0;0;12;12;4;6;0;0;1;0;0;0;0;0;1;0;0;0;0;;;;;;;;
17;Girona;3;Girona;19;Garrotxa;17165;Sant Jaume de Llierca;871;627;194;338;377;250;5;4;368;372;38;102;149;9;7;45;3;3;9;1;0;1;0;0;0;;1;0;;;0;;
43;Tarragona;8;Penedès;12;Baix Penedès;43137;Sant Jaume dels Domenys;2624;1930;464;840;1003;927;23;5;975;980;177;245;234;91;28;93;44;23;21;6;1;3;0;2;;0;3;;;2;;;2
17;Girona;3;Girona;31;Ripollès;17167;Sant Joan de les Abadesses;3224;2603;756;1372;1627;976;33;24;1570;1594;163;407;651;45;36;154;12;11;56;5;5;9;4;5;0;;5;2;;;0;;
17;Girona;3;Girona;20;Gironès;17168;Sant Joan de Mollet;498;372;132;244;267;105;6;7;254;261;21;58;99;9;13;40;6;0;1;2;0;0;0;0;0;;3;2;;;0;;
8;Barcelona;1;Barcelona;11;Baix Llobregat;08217;Sant Joan Despí;34267;25442;6180;12717;15070;10372;199;108;14763;14871;5175;2625;1513;1341;1415;504;1127;591;278;85;16;13;18;33;29;;;;;;;;
8;Barcelona;2;Catalunya Central;7;Bages;08218;Sant Joan de Vilatorrada;10998;8032;2058;3728;4206;3826;38;42;4126;4168;993;909;912;319;266;256;227;102;108;14;4;6;6;3;1;;;;;;;;
17;Girona;3;Girona;19;Garrotxa;17185;Sant Joan les Fonts;3044;2280;553;1053;1221;1059;9;13;1199;1212;145;325;495;24;31;90;14;11;44;3;4;5;2;2;0;;3;0;;;1;;
17;Girona;3;Girona;20;Gironès;17166;Sant Jordi Desvalls;760;547;227;368;413;134;10;0;403;403;17;98;181;8;6;69;1;0;17;1;1;0;0;1;0;;3;0;;;0;;
8;Barcelona;2;Catalunya Central;14;Berguedà;08903;Sant Julià de Cerdanyola;229;205;89;150;174;31;0;0;174;174;6;55;75;1;8;17;2;3;6;0;1;0;0;0;0;;;;;;;;
17;Girona;3;Girona;34;Selva;17903;Sant Julià del Llor i Bonmatí;1313;918;268;508;550;368;6;5;539;544;47;136;245;21;18;42;12;4;10;0;1;0;2;0;0;;0;1;;;0;;
17;Girona;3;Girona;20;Gironès;17169;Sant Julià de Ramis;3576;2536;730;1423;1623;913;30;18;1575;1593;250;341;503;129;56;180;56;9;30;7;4;1;2;0;0;;2;4;;;1;;
8;Barcelona;2;Catalunya Central;24;Osona;08220;Sant Julià de Vilatorta;3140;2424;854;1634;1824;600;17;28;1779;1807;78;400;963;26;21;173;12;12;77;1;7;4;4;1;0;;;;;;;;
8;Barcelona;1;Barcelona;11;Baix Llobregat;08221;Sant Just Desvern;18670;13386;3731;7446;8850;4536;92;55;8703;8758;1943;1705;1759;606;557;589;576;451;395;35;32;5;34;10;6;;;;;;;;
8;Barcelona;8;Penedès;3;Alt Penedès;08222;Sant Llorenç d'Hortons;2428;1855;502;1059;1225;630;18;16;1191;1207;175;351;285;76;82;113;31;34;26;2;2;11;1;2;0;;;;;;;;
17;Girona;3;Girona;2;Alt Empordà;17171;Sant Llorenç de la Muga;265;182;58;115;130;52;3;2;125;127;10;35;48;2;9;14;0;1;4;1;0;1;0;0;0;;0;0;;;0;;
25;Lleida;2;Catalunya Central;35;Solsonès;25193;Sant Llorenç de Morunys;960;794;252;429;487;307;12;1;474;475;29;118;207;6;4;62;8;12;26;0;2;0;0;0;0;;0;;0;;;0;
8;Barcelona;1;Barcelona;40;Vallès Occidental;08223;Sant Llorenç Savall;2417;1957;478;952;1080;877;15;10;1055;1065;129;319;316;63;30;119;30;10;34;0;0;2;1;2;0;;;;;;;;
8;Barcelona;2;Catalunya Central;24;Osona;08225;Sant Martí d'Albars;114;97;44;60;69;28;0;1;68;69;0;14;40;0;1;8;0;0;5;0;0;0;0;0;0;;;;;;;;
8;Barcelona;2;Catalunya Central;24;Osona;08224;Sant Martí de Centelles;1184;884;228;448;524;360;11;4;509;513;59;156;156;32;30;40;15;10;7;2;0;1;0;1;0;;;;;;;;
17;Girona;3;Girona;20;Gironès;17172;Sant Martí de Llémena;641;477;162;272;298;179;13;4;281;285;24;71;101;11;10;50;1;1;9;0;0;0;0;1;0;;2;0;;;0;;
25;Lleida;4;Lleida;38;Urgell;25902;Sant Martí de Riucorb;639;534;188;289;327;207;10;0;317;317;24;109;104;21;6;29;5;8;2;0;4;3;0;1;1;;0;;0;;;0;
8;Barcelona;8;Penedès;6;Anoia;08226;Sant Martí de Tous;1228;928;300;608;695;233;15;9;671;680;50;218;229;11;12;90;11;8;34;1;1;5;0;1;0;;;;;;;;
8;Barcelona;8;Penedès;3;Alt Penedès;08227;Sant Martí Sarroca;3261;2424;631;1151;1376;1048;24;18;1334;1352;166;336;388;52;67;182;30;17;78;4;5;5;0;2;2;;;;;;;;
8;Barcelona;2;Catalunya Central;6;Anoia;08228;Sant Martí Sesgueioles;342;287;94;176;200;87;8;3;189;192;13;54;62;9;8;19;3;6;12;1;0;1;1;0;0;;;;;;;;
17;Girona;3;Girona;20;Gironès;17173;Sant Martí Vell;251;188;62;119;133;55;0;2;131;133;10;33;39;4;6;32;1;3;0;0;0;0;1;0;0;;0;0;;;2;;
8;Barcelona;2;Catalunya Central;7;Bages;08229;Sant Mateu de Bages;608;513;179;328;372;141;6;1;365;366;31;97;128;7;7;32;5;2;51;1;2;0;0;0;2;;;;;;;;
17;Girona;3;Girona;28;Pla de l'Estany;17174;Sant Miquel de Campmajor;229;170;54;91;109;61;1;3;105;108;3;25;41;1;4;26;2;0;2;0;0;0;1;0;0;;0;0;;;0;;
17;Girona;3;Girona;2;Alt Empordà;17175;Sant Miquel de Fluvià;761;554;163;240;266;288;6;5;255;260;57;39;49;52;11;19;12;11;2;1;0;0;0;1;0;;0;1;;;0;;
17;Girona;3;Girona;2;Alt Empordà;17176;Sant Mori;166;118;53;79;92;26;0;1;91;92;14;19;21;6;4;12;6;6;1;1;0;0;1;0;0;;0;0;;;0;;
17;Girona;3;Girona;31;Ripollès;17177;Sant Pau de Segúries;688;584;187;296;339;245;16;5;318;323;32;79;137;10;3;35;9;2;9;0;1;1;0;0;0;;0;0;;;0;;
8;Barcelona;2;Catalunya Central;7;Bages;08192;Santpedor;7604;5715;1426;2925;3502;2213;39;26;3437;3463;469;1080;988;132;145;318;73;48;138;13;10;8;3;4;8;;;;;;;;
8;Barcelona;8;Penedès;17;Garraf;08231;Sant Pere de Ribes;31111;21551;4480;9253;10597;10954;130;85;10382;10467;2824;2083;1657;1006;778;738;725;311;123;79;12;7;11;15;13;;;;;;;;
8;Barcelona;8;Penedès;3;Alt Penedès;08232;Sant Pere de Riudebitlles;2380;1798;484;943;1041;757;17;7;1017;1024;141;302;302;19;39;128;14;14;50;1;2;1;1;1;2;;;;;;;;
8;Barcelona;2;Catalunya Central;24;Osona;08233;Sant Pere de Torelló;2470;1876;464;956;1110;766;11;15;1084;1099;90;292;503;22;12;116;9;3;18;2;9;5;0;3;0;;;;;;;;
8;Barcelona;1;Barcelona;41;Vallès Oriental;08234;Sant Pere de Vilamajor;4544;3513;687;1542;1947;1566;103;24;1820;1844;237;504;446;109;116;203;74;44;49;9;10;12;1;5;1;;;;;;;;
17;Girona;3;Girona;2;Alt Empordà;17178;Sant Pere Pescador;2090;1073;311;542;604;469;7;1;596;597;51;145;253;22;19;48;15;9;21;0;3;5;3;1;0;;1;0;;;0;;
8;Barcelona;2;Catalunya Central;6;Anoia;08189;Sant Pere Sallavinera;151;123;47;88;104;19;3;2;99;101;3;27;37;1;2;10;1;2;16;0;0;0;0;0;0;;;;;;;;
8;Barcelona;1;Barcelona;21;Maresme;08235;Sant Pol de Mar;5428;3976;1142;2145;2602;1374;30;15;2557;2572;278;630;964;76;113;235;66;46;108;6;10;17;6;1;1;;;;;;;;
8;Barcelona;8;Penedès;3;Alt Penedès;08236;Sant Quintí de Mediona;2317;1609;437;695;892;717;18;10;864;874;93;287;254;26;26;90;22;16;44;2;1;3;0;0;0;;;;;;;;
8;Barcelona;2;Catalunya Central;24;Osona;08237;Sant Quirze de Besora;2154;1633;521;912;1039;594;18;9;1012;1021;102;266;403;20;21;114;8;14;41;4;0;16;1;2;0;;;;;;;;
8;Barcelona;1;Barcelona;40;Vallès Occidental;08238;Sant Quirze del Vallès;20195;14968;3717;8256;9571;5397;108;71;9392;9463;1743;2227;2339;709;522;544;557;309;344;34;19;17;13;10;5;;;;;;;;
8;Barcelona;2;Catalunya Central;42;Moianès;08239;Sant Quirze Safaja;631;476;119;267;312;164;3;3;306;309;41;64;83;21;24;15;17;17;18;4;0;0;0;1;1;;;;;;;;
25;Lleida;4;Lleida;32;Segarra;25194;Sant Ramon;487;403;119;202;244;159;9;2;233;235;16;63;85;9;6;18;0;9;21;0;0;1;0;2;0;;0;;3;;;0;
8;Barcelona;8;Penedès;3;Alt Penedès;08240;Sant Sadurní d'Anoia;12841;9481;2246;4720;5518;3963;75;31;5412;5443;1002;1451;1327;206;385;483;127;121;248;14;22;5;7;13;1;;;;;;;;
8;Barcelona;2;Catalunya Central;24;Osona;08241;Sant Sadurní d'Osormort;76;66;20;45;51;15;0;0;51;51;6;9;24;2;2;6;2;0;0;0;0;0;0;0;0;;;;;;;;
8;Barcelona;2;Catalunya Central;7;Bages;08098;Sant Salvador de Guardiola;3221;2495;645;1242;1407;1088;24;17;1366;1383;201;319;354;117;75;104;57;39;65;10;9;10;1;4;1;;;;;;;;
8;Barcelona;2;Catalunya Central;7;Bages;08262;Sant Vicenç de Castellet;9767;6968;1512;2834;3323;3645;59;49;3215;3264;660;858;738;215;184;218;155;69;79;10;11;7;8;1;2;;;;;;;;
8;Barcelona;1;Barcelona;11;Baix Llobregat;08263;Sant Vicenç dels Horts;28268;21241;4512;9148;10429;10812;170;77;10182;10259;3029;2719;701;1181;753;373;758;345;145;56;13;14;14;66;15;;;;;;;;
8;Barcelona;1;Barcelona;21;Maresme;08264;Sant Vicenç de Montalt;6452;4693;1038;2310;2824;1869;35;22;2767;2789;400;530;800;275;108;118;194;139;136;17;15;12;15;7;1;;;;;;;;
8;Barcelona;2;Catalunya Central;24;Osona;08265;Sant Vicenç de Torelló;2058;1621;555;1017;1132;489;16;15;1101;1116;80;260;472;20;21;176;12;8;39;2;4;4;1;2;0;;;;;;;;
43;Tarragona;6;Camp de Tarragona;16;Conca de Barberà;43142;Sarral;1538;1077;254;512;599;478;11;5;583;588;47;184;204;22;13;43;8;12;42;2;2;2;1;0;;0;1;;;0;;;0
17;Girona;3;Girona;20;Gironès;17186;Sarrià de Ter;5229;3868;1027;1931;2212;1656;35;20;2157;2177;416;501;633;136;69;205;74;35;39;10;4;2;10;1;2;;5;14;;;1;;
25;Lleida;5;Alt Pirineu i territori d'Aran;25;Pallars Jussà;25201;Sarroca de Bellera;116;106;17;34;63;43;2;0;61;61;16;16;12;3;1;2;1;1;8;1;0;0;0;0;0;;0;;0;;;0;
25;Lleida;4;Lleida;33;Segrià;25200;Sarroca de Lleida;358;311;116;179;197;114;2;1;194;195;21;80;57;1;0;13;1;3;14;0;0;2;0;2;0;;0;;0;;;0;
17;Girona;3;Girona;2;Alt Empordà;17187;Saus, Camallera i Llampaies;856;649;226;410;464;185;8;3;453;456;56;100;148;14;35;70;3;1;19;2;1;0;1;0;0;;1;2;;;0;;
43;Tarragona;6;Camp de Tarragona;16;Conca de Barberà;43143;Savallà del Comtat;53;51;21;31;36;15;0;1;35;36;4;11;12;0;2;1;1;0;4;0;0;0;0;0;;0;0;;;0;;;0
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43144;Secuita, la;1708;1248;330;657;742;506;12;4;726;730;117;181;185;72;27;72;26;21;15;3;3;0;1;0;;1;1;;;0;;;1
43;Tarragona;6;Camp de Tarragona;8;Baix Camp;43145;Selva del Camp, la;5683;4280;1049;2160;2578;1702;55;14;2509;2523;445;615;634;126;104;334;88;48;73;7;2;10;6;3;;8;1;;;3;;;2
17;Girona;3;Girona;2;Alt Empordà;17188;Selva de Mar, la;195;171;71;112;128;43;3;1;124;125;9;24;48;0;9;28;1;3;1;1;0;0;0;0;0;;0;0;;;0;;
43;Tarragona;6;Camp de Tarragona;16;Conca de Barberà;43146;Senan;44;37;11;19;30;7;1;0;29;29;2;11;7;1;2;6;0;0;0;0;0;0;0;0;;0;0;;;0;;;0
43;Tarragona;7;Terres de l'Ebre;22;Montsià;43044;Sénia, la;5640;3924;878;1575;2001;1923;56;23;1922;1945;401;542;224;213;125;132;106;115;24;2;0;1;3;2;;26;4;;;2;;;0
25;Lleida;5;Alt Pirineu i territori d'Aran;25;Pallars Jussà;25202;Senterada;139;104;30;46;57;47;0;0;57;57;10;17;13;0;5;10;0;2;0;0;0;0;0;0;0;;0;;0;;;0;
25;Lleida;4;Lleida;23;Noguera;25035;Sentiu de Sió, la;414;367;129;203;237;130;4;3;230;233;28;63;85;12;9;14;2;3;7;0;0;2;0;0;0;;0;;0;;;5;
8;Barcelona;1;Barcelona;40;Vallès Occidental;08267;Sentmenat;9235;6897;1570;3050;3609;3288;55;33;3521;3554;806;841;682;340;254;286;135;88;50;18;5;4;3;8;1;;;;;;;;
17;Girona;3;Girona;28;Pla de l'Estany;17190;Serinyà;1133;847;259;486;520;327;15;4;501;505;33;126;213;10;11;82;7;4;12;0;0;0;0;1;0;;1;1;;;0;;
25;Lleida;4;Lleida;33;Segrià;25204;Seròs;1946;1144;281;582;650;494;10;5;635;640;58;195;155;24;8;31;6;13;134;1;3;0;1;0;0;;0;;5;;;1;
17;Girona;3;Girona;10;Baix Empordà;17191;Serra de Daró;222;171;88;134;146;25;0;1;145;146;9;28;65;0;7;20;2;2;12;0;0;0;0;0;0;;0;0;;;0;;
17;Girona;3;Girona;31;Ripollès;17192;Setcases;170;147;49;84;96;51;4;4;88;92;6;15;36;3;2;5;4;3;14;0;0;0;0;0;0;;0;0;;;0;;
25;Lleida;5;Alt Pirineu i territori d'Aran;4;Alt Urgell;25203;Seu d'Urgell, la;12206;8840;1944;3769;4423;4417;86;64;4273;4337;844;1140;1060;196;209;373;147;137;125;4;4;6;3;6;1;;3;;13;;;2;
8;Barcelona;2;Catalunya Central;24;Osona;08269;Seva;3544;2780;768;1501;1748;1032;20;28;1700;1728;115;446;718;68;49;191;19;21;59;0;2;7;4;1;0;;;;;;;;
25;Lleida;4;Lleida;27;Pla d'Urgell;25205;Sidamon;748;571;208;327;356;215;14;3;339;342;42;100;106;22;17;15;5;10;14;1;1;3;2;0;0;;0;;1;;;0;
17;Girona;3;Girona;34;Selva;17193;Sils;6219;4405;1150;1947;2161;2244;34;19;2108;2127;389;457;622;175;92;137;107;33;44;9;11;5;4;7;4;;3;6;;;3;;
8;Barcelona;8;Penedès;17;Garraf;08270;Sitges;29553;19238;4286;9157;10760;8478;109;83;10568;10651;2456;2107;2057;1020;627;496;821;518;351;49;24;8;16;14;4;;;;;;;;
17;Girona;3;Girona;2;Alt Empordà;17052;Siurana;171;136;46;85;97;39;1;0;96;96;2;29;35;4;3;11;1;3;4;0;0;2;0;1;0;;0;1;;;0;;
8;Barcelona;2;Catalunya Central;24;Osona;08271;Sobremunt;78;65;16;30;36;29;0;2;34;36;4;1;0;0;3;10;0;0;16;0;0;0;0;0;0;;;;;;;;
25;Lleida;4;Lleida;18;Garrigues;25206;Soleràs, el;332;254;83;150;185;69;1;3;181;184;10;63;86;1;1;8;1;1;8;0;0;1;0;0;0;;0;;1;;;0;
43;Tarragona;6;Camp de Tarragona;16;Conca de Barberà;43147;Solivella;632;529;201;336;375;154;11;7;357;364;12;114;146;7;8;32;2;16;18;1;0;1;0;0;;0;0;;;0;;;0
25;Lleida;2;Catalunya Central;35;Solsonès;25207;Solsona;9137;6458;1429;2901;3487;2971;67;31;3389;3420;412;909;1195;102;94;401;59;44;120;3;9;10;2;5;0;;6;;13;;;5;
8;Barcelona;2;Catalunya Central;24;Osona;08272;Sora;212;162;46;99;116;46;1;2;113;115;2;29;42;0;3;21;2;0;10;0;3;1;0;0;0;;;;;;;;
25;Lleida;5;Alt Pirineu i territori d'Aran;26;Pallars Sobirà;25208;Soriguera;420;342;70;146;217;125;3;1;213;214;24;62;45;1;7;60;0;3;8;0;1;0;0;1;0;;0;;1;;;0;
25;Lleida;5;Alt Pirineu i territori d'Aran;26;Pallars Sobirà;25209;Sort;2154;1614;300;667;962;652;25;15;922;937;92;259;276;19;43;142;24;19;34;1;1;2;0;4;0;;2;;3;;;1;
25;Lleida;4;Lleida;33;Segrià;25210;Soses;1761;1063;389;605;673;390;18;4;651;655;101;221;226;14;6;28;7;13;31;1;0;0;0;1;0;;0;;0;;;2;
8;Barcelona;8;Penedès;3;Alt Penedès;08273;Subirats;3104;2423;793;1465;1649;774;22;10;1617;1627;150;443;514;51;55;243;25;29;94;2;3;6;1;1;0;;;;;;;;
25;Lleida;4;Lleida;33;Segrià;25211;Sudanell;840;652;158;317;379;273;5;3;371;374;32;145;95;11;8;36;2;19;17;0;0;4;1;0;0;;0;;0;;;1;
25;Lleida;4;Lleida;33;Segrià;25212;Sunyer;343;221;65;124;140;81;1;8;131;139;18;39;44;3;3;6;4;4;0;0;8;0;0;1;0;;0;;0;;;1;
8;Barcelona;2;Catalunya Central;7;Bages;08274;Súria;5948;4598;1182;2182;2601;1997;38;10;2553;2563;722;611;583;111;115;173;103;49;54;10;5;11;4;1;1;;;;;;;;
17;Girona;3;Girona;34;Selva;17194;Susqueda;93;73;32;39;49;24;0;3;46;49;3;15;19;2;0;2;0;2;2;0;1;0;0;0;0;;0;0;;;0;;
8;Barcelona;1;Barcelona;41;Vallès Oriental;08276;Tagamanent;318;241;93;130;147;94;0;1;146;147;12;41;45;10;15;11;5;0;7;0;0;0;0;0;0;;;;;;;;
8;Barcelona;2;Catalunya Central;7;Bages;08277;Talamanca;209;174;71;113;122;52;1;1;120;121;9;41;43;0;3;7;1;5;11;0;0;0;0;0;0;;;;;;;;
25;Lleida;5;Alt Pirineu i territori d'Aran;25;Pallars Jussà;25215;Talarn;595;420;120;168;204;216;4;4;196;200;35;42;54;18;6;22;9;2;3;3;0;1;0;0;0;;0;;1;;;0;
25;Lleida;4;Lleida;32;Segarra;25216;Talavera;279;241;80;132;165;76;1;1;163;164;11;46;44;6;1;22;4;4;19;0;0;3;1;0;0;;0;;2;;;0;
17;Girona;3;Girona;10;Baix Empordà;17195;Tallada d'Empordà, la;454;351;165;252;278;73;4;2;272;274;27;71;99;3;14;46;0;1;7;1;1;1;0;0;0;;1;0;;;0;;
8;Barcelona;2;Catalunya Central;24;Osona;08278;Taradell;6640;4999;1487;2726;3229;1770;30;22;3177;3199;177;756;1547;65;63;350;20;35;103;7;17;25;7;5;0;;;;;;;;
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43148;Tarragona;136496;91026;20000;40588;47705;43321;674;378;46653;47031;11520;8899;6721;5648;2764;2626;3337;3618;809;203;42;69;41;75;;54;103;;;106;;;18
25;Lleida;4;Lleida;38;Urgell;25217;Tàrrega;17445;11044;2825;5207;5954;5090;93;86;5775;5861;748;1515;2017;235;183;532;125;105;227;7;22;20;5;6;0;;7;;16;;;5;
25;Lleida;4;Lleida;18;Garrigues;25218;Tarrés;102;84;26;51;64;20;0;2;62;64;2;25;23;1;2;5;0;0;4;0;0;0;0;0;0;;0;;0;;;0;
25;Lleida;4;Lleida;32;Segarra;25219;Tarroja de Segarra;188;148;26;68;87;61;3;3;81;84;1;20;26;1;1;21;6;1;3;0;0;1;0;0;0;;0;;0;;;0;
8;Barcelona;2;Catalunya Central;24;Osona;08275;Tavèrnoles;322;249;89;160;179;70;1;4;174;178;10;41;75;1;3;29;0;1;12;0;1;0;1;0;0;;;;;;;;
8;Barcelona;2;Catalunya Central;24;Osona;08280;Tavertet;105;92;36;63;68;24;0;0;68;68;2;19;25;0;7;10;2;0;3;0;0;0;0;0;0;;;;;;;;
8;Barcelona;1;Barcelona;21;Maresme;08281;Teià;6427;4960;1294;2716;3264;1696;42;21;3201;3222;457;757;1012;150;191;246;130;113;107;15;11;5;5;2;0;;;;;;;;
25;Lleida;4;Lleida;23;Noguera;25220;Térmens;1360;976;410;589;641;335;10;5;626;631;45;200;207;24;10;42;5;17;67;0;4;0;0;0;1;;2;;1;;;1;
17;Girona;3;Girona;2;Alt Empordà;17196;Terrades;338;245;83;147;156;89;7;3;146;149;8;33;47;5;7;23;8;6;9;0;0;0;0;0;0;;0;0;;;0;;
